author,content,timestamp
Mudae,"**$left**: Number of characters left in your server.
**$leftusers**: ($lu) List of users who left the servers with characters/wishes/kakera
**$rollsleft**: Change where the message indicating you have two rolls left is displayed.
**$cleanuser**: (MOD) Divorce all the characters and clean the wishes of someone.
**$cleanuser leftusers**: (MOD) Divorce and remove wishes for all the users who left your server.
**$clearwishes**: (MOD) Remove all the wishes for someone.
**$kakerarefund**: (MOD) Refund the kakera badges of someone.
**$kakeraremove**: (MOD) Remove some kakera from someone. *$kakeraremove @someone 1000000*
**$cleankakera leftusers**: (MOD) Refund kakera badges for all the users who left your server, then remove all their kakera.
**$topserv lastclaim**: ($ts lc) Date of the last claim for each user.",2025-02-16 00:06:50.235000+00:00
heba_45850,$search left,2025-02-16 00:06:50.112000+00:00
Mudae,"DM sent! <:Nagato:452384584793980930>
Looking for a specific command? Try **$search** (400 different commands to search)",2025-02-16 00:06:24.211000+00:00
Mudae,"<:CC:498523336972959744> **Waifu left:** 40269/40269 animanga + 29155/29156 game
<:Lelouch:498523365213077514> **Husbando left:** 41159/41159 animanga + 24958/24958 game
<:Phosph:498523296799653889> **Including:** 2653/2653 animanga + 3736/3736 game both genders

**Total left:** 78775/78775 animanga + 50377/50378 game
**Total claimed:** 1/121817",2025-02-16 00:06:05.908000+00:00
heba_45850,$lefta,2025-02-16 00:06:05.629000+00:00
heba_45850,lefta,2025-02-16 00:06:02.337000+00:00
Mudae,"<:CC:498523336972959744> **Waifu left:** 40269/40269 animanga + 29155/29156 game
<:Lelouch:498523365213077514> **Husbando left:** 41159/41159 animanga + 24958/24958 game
<:Phosph:498523296799653889> **Including:** 2653/2653 animanga + 3736/3736 game both genders

**Total left:** 78775/78775 animanga + 50377/50378 game
**Total claimed:** 1/121817",2025-02-16 00:05:26.184000+00:00
heba_45850,$leftwg,2025-02-16 00:05:25.832000+00:00
Mudae,"**$left**: Number of characters left in your server.
**$leftusers**: ($lu) List of users who left the servers with characters/wishes/kakera
**$rollsleft**: Change where the message indicating you have two rolls left is displayed.
**$cleanuser**: (MOD) Divorce all the characters and clean the wishes of someone.
**$cleanuser leftusers**: (MOD) Divorce and remove wishes for all the users who left your server.
**$clearwishes**: (MOD) Remove all the wishes for someone.
**$kakerarefund**: (MOD) Refund the kakera badges of someone.
**$kakeraremove**: (MOD) Remove some kakera from someone. *$kakeraremove @someone 1000000*
**$cleankakera leftusers**: (MOD) Refund kakera badges for all the users who left your server, then remove all their kakera.
**$topserv lastclaim**: ($ts lc) Date of the last claim for each user.",2025-02-16 00:04:16.208000+00:00
Mudae,"<:CC:498523336972959744> **Waifu left:** 40269/40269 animanga + 29155/29156 game
<:Lelouch:498523365213077514> **Husbando left:** 41159/41159 animanga + 24958/24958 game
<:Phosph:498523296799653889> **Including:** 2653/2653 animanga + 3736/3736 game both genders

**Total left:** 78775/78775 animanga + 50377/50378 game
**Total claimed:** 1/121817",2025-02-16 00:02:54.548000+00:00
heba_45850,$left,2025-02-16 00:02:54.285000+00:00
Mudae,"
🏆 TOP 1000
​
**{ tákt op. } - 1/30**
**#328** - Destiny

**【OSHI NO KO】 - 5/22**
**#58** - Ai Hoshino
**#219** - Ruby Hoshino
**#243** - Akane Kurokawa
**#249** - Kana Arima
**#637** - MEM-Cho

**🤔 - 11/58**
**#64** - Truck-kun
**#139** - Trollface
**#214** - Doge
**#276** - Wojak
Page 1 / 110",2025-02-15 23:57:34+00:00
heba_45850,$topa,2025-02-15 23:57:33.692000+00:00
heba_45850,$a+,2025-02-15 23:57:22.846000+00:00
Mudae,"Syntax: $alias <character alias>
If you are not an admin or a server mod, you must have claimed the character to change the name.",2025-02-15 23:57:10.229000+00:00
heba_45850,$a,2025-02-15 23:57:10.080000+00:00
Mudae,"
🏆 TOP 1000
​
**#1** - **Zero Two** - DARLING in the FRANXX · **1042** ka
**#2** - **Rem** - Re:Zero kara Hajimeru Isekai Seikatsu · **1032** ka
**#3** - **Hatsune Miku** - VOCALOID · **991** ka
**#4** - **Megumin** - Kono Subarashii Sekai ni Shukufuku wo! · **1016** ka
**#5** - **Mai Sakurajima** - Seishun Buta Yarou · **950** ka
**#6** - **Rias Gremory** - High School DxD · **982** ka
**#7** - **Satoru Gojo** - Jujutsu Kaisen · **996** ka
**#8** - **Power** - Chainsaw Man · **950** ka
**#9** - **Saber** - Fate/stay night · **955** ka
**#10** - **Nami** - One Piece · **973** ka
**#11** - **Asuna** - Sword Art Online · **973** ka
**#12** - **Mikasa Ackerman** - Attack on Titan · **938** ka
**#13** - **Nezuko Kamado** - Kimetsu no Yaiba · **942** ka
**#14** - **Albedo** - Overlord · **894** ka
**#15** - **Makima** - Chainsaw Man · **887** ka
Page 1 / 67",2025-02-15 23:35:27.323000+00:00
heba_45850,$topk,2025-02-15 23:35:27.034000+00:00
heba_45850,topk,2025-02-15 23:35:22.513000+00:00
Mudae,"
🏆 TOP 1000
​
**#1** - **Zero Two** - DARLING in the FRANXX
**#2** - **Rem** - Re:Zero kara Hajimeru Isekai Seikatsu
**#3** - **Hatsune Miku** - VOCALOID
**#4** - **Megumin** - Kono Subarashii Sekai ni Shukufuku wo!
**#5** - **Mai Sakurajima** - Seishun Buta Yarou
**#6** - **Rias Gremory** - High School DxD
**#7** - **Satoru Gojo** - Jujutsu Kaisen
**#8** - **Power** - Chainsaw Man
**#9** - **Saber** - Fate/stay night
**#10** - **Nami** - One Piece
**#11** - **Asuna** - Sword Art Online
**#12** - **Mikasa Ackerman** - Attack on Titan
**#13** - **Nezuko Kamado** - Kimetsu no Yaiba
**#14** - **Albedo** - Overlord
**#15** - **Makima** - Chainsaw Man
Page 1 / 67",2025-02-15 23:34:45.130000+00:00
heba_45850,$top,2025-02-15 23:34:44.930000+00:00
Mudae,"
🏆 TOP 1000
​
**#1** - **Zero Two** - DARLING in the FRANXX
**#2** - **Rem** - Re:Zero kara Hajimeru Isekai Seikatsu
**#3** - **Hatsune Miku** - VOCALOID
**#4** - **Megumin** - Kono Subarashii Sekai ni Shukufuku wo!
**#5** - **Mai Sakurajima** - Seishun Buta Yarou
**#6** - **Rias Gremory** - High School DxD
**#7** - **Satoru Gojo** - Jujutsu Kaisen
**#8** - **Power** - Chainsaw Man
**#9** - **Saber** - Fate/stay night
**#10** - **Nami** - One Piece
**#11** - **Asuna** - Sword Art Online
**#12** - **Mikasa Ackerman** - Attack on Titan
**#13** - **Nezuko Kamado** - Kimetsu no Yaiba
**#14** - **Albedo** - Overlord
**#15** - **Makima** - Chainsaw Man
Page 1 / 67",2025-02-15 23:34:38.099000+00:00
heba_45850,$topr,2025-02-15 23:34:37.784000+00:00
Mudae,"
🏆 TOP 1000
​
**#1** - **Zero Two** - DARLING in the FRANXX
**#2** - **Rem** - Re:Zero kara Hajimeru Isekai Seikatsu
**#3** - **Megumin** - Kono Subarashii Sekai ni Shukufuku wo!
**#4** - **Satoru Gojo** - Jujutsu Kaisen
**#5** - **Asuna** - Sword Art Online
**#6** - **Nami** - One Piece
**#7** - **Monkey D. Luffy** - One Piece
**#8** - **Rias Gremory** - High School DxD
**#9** - **Hatsune Miku** - VOCALOID
**#10** - **Nezuko Kamado** - Kimetsu no Yaiba
**#11** - **Saber** - Fate/stay night
**#12** - **Mikasa Ackerman** - Attack on Titan
**#13** - **Power** - Chainsaw Man
**#14** - **Ram** - Re:Zero kara Hajimeru Isekai Seikatsu
**#15** - **Naruto Uzumaki** - Naruto
Page 1 / 67",2025-02-15 23:34:19.391000+00:00
heba_45850,$topl,2025-02-15 23:34:19.175000+00:00
Mudae,"
🏆 TOP 1000
​
**#1** - **Zero Two** - DARLING in the FRANXX
**#2** - **Rem** - Re:Zero kara Hajimeru Isekai Seikatsu
**#3** - **Hatsune Miku** - VOCALOID
**#4** - **Megumin** - Kono Subarashii Sekai ni Shukufuku wo!
**#5** - **Mai Sakurajima** - Seishun Buta Yarou
**#6** - **Rias Gremory** - High School DxD
**#7** - **Satoru Gojo** - Jujutsu Kaisen
**#8** - **Power** - Chainsaw Man
**#9** - **Saber** - Fate/stay night
**#10** - **Nami** - One Piece
**#11** - **Asuna** - Sword Art Online
**#12** - **Mikasa Ackerman** - Attack on Titan
**#13** - **Nezuko Kamado** - Kimetsu no Yaiba
**#14** - **Albedo** - Overlord
**#15** - **Makima** - Chainsaw Man
Page 1 / 67",2025-02-15 23:34:03.752000+00:00
heba_45850,$topr,2025-02-15 23:34:03.387000+00:00
Mudae,"**info flags**: Add those letters to some commands ($mm, $ima...) to display different informations:
**w** (waifu), **h** (husbando), **wh** (both genders), **w=** (waifu without both genders), **h=** (husbando without both genders)
**g** (game), **g-** (animanga), **gg-** (both), **g=** (game only), **g-=** (animanga only)
**a** (series list), **a+** (series names), **b** (series bundles), **p** (character search if you type some text), **s** (DM)

**e** (tags), **e=** (sort by number of tags)
**r** (claim ranks), **r-** (claim ranks not sorted), **l** (like ranks), **l-** (like ranks not sorted)
**k** (kakera value), **k=** (kakera sorted), **k-** (value without keys)
**y** (keys only), **y=** (keys sorted), **y+** (with full harem), **y-** (without keys)
Equivalent for soulkeys: **y!**, **y!=**, **y!+**, **y!-**
**c** (embedcolored), **c+** (with full harem), **c-** (without embedcolor)

**t** (type of rolls), **m** (main names), **d** (img/alias/series details), **v** (hide details such as notes), **n** (not noted), **n+** (noted only)
**u** (unclaimed), **o** (owner names), **o=** (owned only), **o-** (not owned by you), **o+** (owned by you)
**o!** (flags are about you when checking another user)
**x** (disabled), **x+** (with full harem), **x-** (not disabled)
**q!** (inexact search), **q=** (exact search), **q+** (exact start), **q-** (exact end), **==** (alphabetical sort)
**i** (images), **i-** (hide images if DM)

**Available arguments** (type a space after the command, don't type the <>):
<**series name**>, <**page**>, <**@User, User ID or User tag**>, $mm serv <server ID>
Add **--** in front of a series, character, tag or note to exclude it from the search.
For multiple arguments, separate them with a **$**

__Example:__ *$mmwr Re:Zero*
__**SLASH COMMANDS** Example:__ */mm /wr Re:Zero*",2025-02-15 23:33:50.424000+00:00
heba_45850,$s flags,2025-02-15 23:33:50.308000+00:00
Mudae,"**$topserv**: ($ts) Server ladder for the sum of the 15 highest ranked characters by claims.
**$topservl**: ($tsl) Server ladder for the sum of the 15 highest ranked characters by likes.
**$topservv**: ($tsv) Server ladder for the harem kakera value. Use `$tsv id` to display user IDs.
**$topservk**: ($tsk) Server ladder for total kakera. Use `$tsk id` to display user IDs.
**$topservy**: ($tsy) Server ladder for characters with the most of keys. Use `$tsy id` to display user IDs.
**$topservyb**: ($tsyb) Server ladder for users with the best key level per character.
**$topservyt**: ($tsyt) Server ladder for users with the highest amount of keys.
**$topserv nbr**: ($ts nbr) Server ladder for the number of claimed characters.
**$topserv lastclaim**: ($ts lc) Date of the last claim for each user.
**$top**: Ladder of characters by ranks. See `$s flags`",2025-02-15 23:33:37.881000+00:00
Mudae,"Syntax: **$ima** <series to search>

Type **$s flags** for the list of filters.

**$imaq!** <series> if you want to return the list instead of one series.
**$ima** <series 1>$<series 2> for multiple series.
**$ima** <series>$<page> to jump to the page.
**$imab** <series> for the bundle list of the series.
**$imap** <series> = <character(s)> to search by character name.
**$imae** <series> = <tag(s)> to search by tag.
**$ima&** <bundle 1>$<bundle 2> to not search by series overlapping.
**$imaq+** <series> (or $imaq- <series>) to only search for series containing a part starting (or ending) exactly by your request.
**$ima?** <series> to display all aliases, including those from other countries, and the definition if available.
**$ima*** to only display characters whose main series is this one.
**$ima*-** to only display characters whose main series is not this one.
**$ima*+** to display characters regardless of their main series (useful for bundles).

Ex.: $imawo attack on titan",2025-02-15 23:26:40.081000+00:00
heba_45850,$ima*+,2025-02-15 23:26:39.948000+00:00
Mudae,"
🏆 Mudae Test - Sum of the 15 highest ranked characters
​
*List of server ladders: $ts, $tsl, $tsv, $tsk, $tsy, $tsyb, $tsyt
More: $ts nbr, $ts lastclaim, $tsid, $tsw, $tsh, <player>/<page>*


(No record)",2025-02-15 23:24:47.509000+00:00
heba_45850,$ts,2025-02-15 23:24:47.346000+00:00
Mudae,"
🏆 Mudae Test - Sum of the 15 highest ranked characters
​
(No record)",2025-02-15 23:24:37.347000+00:00
heba_45850,$topserv attack on titan,2025-02-15 23:24:37.207000+00:00
Mudae,"
🏆 Mudae Test - Sum of the 15 highest ranked characters
​
*List of server ladders: $ts, $tsl, $tsv, $tsk, $tsy, $tsyb, $tsyt
More: $ts nbr, $ts lastclaim, $tsid, $tsw, $tsh, <player>/<page>*


(No record)",2025-02-15 23:24:24.619000+00:00
heba_45850,$topserv,2025-02-15 23:24:24.466000+00:00
Mudae,"DM sent! <:Nagato:452384584793980930>
Looking for a specific command? Try **$search** (400 different commands to search)",2025-02-15 23:23:31.303000+00:00
Mudae,"**$sortmarryseries**: ($smser) Sort your characters by their series. *$smser Re:Zero$SAO*
**$sortmarryseriespos**: ($smserp) Sort your characters by series starting from a specific series position. *$smserp Re:Zero$SAO*
**$likem**: ($lm) Like some series.
**$ml**: Your list of liked series.
**$likempos**: ($lmp) Insert a series at a specific position of your list of liked series ($ml)
**$likemremove**: ($lmr) Remove a series from your list of liked series ($ml)
**$wishseriesremove**: ($wsr) Remove a series from your $wishserieslist
**$noteseries**: ($ns) Note per series. *$ns Re:Zero$NFT*
**$divorceseries**: Divorce all your characters from specific series.
**$embedcolorseries**: ($ecs) Change the embed color per series name. *$ecs Re:Zero $ #1e0863*
**$restoreseries**: (MOD) Restore some series from the $restorelist to their former owner.",2025-02-15 23:23:07.951000+00:00
heba_45850,$series attack on titan,2025-02-15 23:22:40.805000+00:00
Mudae,"
🏆 TOP 1000
​
**#1** - **Zero Two** - DARLING in the FRANXX
**#2** - **Rem** - Re:Zero kara Hajimeru Isekai Seikatsu
**#3** - **Hatsune Miku** - VOCALOID
**#4** - **Megumin** - Kono Subarashii Sekai ni Shukufuku wo!
**#5** - **Mai Sakurajima** - Seishun Buta Yarou
**#6** - **Rias Gremory** - High School DxD
**#7** - **Satoru Gojo** - Jujutsu Kaisen
**#8** - **Power** - Chainsaw Man
**#9** - **Saber** - Fate/stay night
**#10** - **Nami** - One Piece
**#11** - **Asuna** - Sword Art Online
**#12** - **Mikasa Ackerman** - Attack on Titan
**#13** - **Nezuko Kamado** - Kimetsu no Yaiba
**#14** - **Albedo** - Overlord
**#15** - **Makima** - Chainsaw Man
Page 1 / 67",2025-02-15 23:19:02.704000+00:00
heba_45850,$top,2025-02-15 23:19:02.382000+00:00
Mudae,🏵️ **Substep completed! (See $tuto)** 🏵️,2025-02-15 23:18:05.240000+00:00
Mudae,"**heba_45850**, you can't claim for another **34** min.",2025-02-15 23:18:05.111000+00:00
heba_45850,$mu,2025-02-15 23:18:05.006000+00:00
Mudae,"**Step 2 completed!**
🪅 Reward: **+1 $freeclaim** (Type $fcu for more infos)
3/17 - Tutorial
<:do:990886344542797845> **CHECK WHEN YOUR NEXT CLAIM RESET IS**
Type $mu to see when you can claim a character again. For the next rolls reset, it's $ru


<:do:990886344542797845> **HAVE VOTED AT LEAST ONE TIME FOR THE BOT AND TYPE $VOTE**
Type $vote to get the link. You get a rolls reset each time you vote, stocked indefinitely until you type $rolls


<:do:990886344542797845> **RESET YOUR ROLLS WITH $ROLLS**
When all your rolls are used, you can reset them with $rolls


<:do:990886344542797845> **COLLECT A SECOND CHARACTER**
You can either wait for your next claim reset, or consume the freeclaim you got (type $fc to use it)


**Reward: 200<:kakera:469835869059153940>**",2025-02-15 23:16:25.774000+00:00
heba_45850,$tuto,2025-02-15 23:16:25.653000+00:00
Mudae,🏵️ **Substep completed! (See $tuto)** 🏵️,2025-02-15 23:16:19.938000+00:00
heba_45850,$wish Asuna,2025-02-15 23:16:19.792000+00:00
Mudae,"
2/17 - Tutorial
<:did:990886355028553798> **SEARCH A SERIES IN THE DATABASE**
Type $ima <series> to search any series in the database.
Never add the ""<"" and "">"", it just means the word between those symbols has to be replaced.
For example, type $ima attack on titan


<:did:990886355028553798> **SEARCH A CHARACTER IN THE DATABASE**
Type $im <character> to search any character in the database. For example, type $im asuna


<:do:990886344542797845> **WISH A CHARACTER**
Type $wish <character> to wish a character. When a wished character spawns, you are mentioned in the channel.
Later, you can also boost the spawn probability of your wished characters with kakera (ingame currency)


**Reward: 1 $freeclaim**",2025-02-15 23:16:01.992000+00:00
heba_45850,$tuto,2025-02-15 23:16:01.866000+00:00
Mudae,🏵️ **Substep completed! (See $tuto)** 🏵️,2025-02-15 23:07:05.315000+00:00
Mudae,"
Asuna
Sword Art Online <:female:452463537508450304>
*Animanga roulette* · **973**<:kakera:469835869059153940>
Claim Rank: #11
Like Rank: #5
Asuna Yuuki (+17)
2 / 81",2025-02-15 23:07:05.116000+00:00
heba_45850,$im asuna,2025-02-15 23:07:04.977000+00:00
Mudae,🏵️ **Substep completed! (See $tuto)** 🏵️,2025-02-15 23:06:57.262000+00:00
Mudae,"
Attack on Titan   0/85
*進撃の巨人*
*Shingeki no Kyojin*
*AoT*

Anka Rheinberger
Annie Leonhart
Armin Arlert
Artur Braus
Bertholdt Hoover
Carla Jaeger
Colt Grice
Connie Springer
Connie's Mom
Daz (AoT)
Dhalis Zachary
Dina Fritz
Dot Pixis
Eld Jinn
Eren Jaeger
Page 1 / 6",2025-02-15 23:06:57.127000+00:00
heba_45850,$ima attack on titan,2025-02-15 23:06:56.957000+00:00
Mudae,"**Step 1 completed!**
🪅 Reward: **+200**<:kakera:469835869059153940>
2/17 - Tutorial
<:do:990886344542797845> **SEARCH A SERIES IN THE DATABASE**
Type $ima <series> to search any series in the database.
Never add the ""<"" and "">"", it just means the word between those symbols has to be replaced.
For example, type $ima attack on titan


<:do:990886344542797845> **SEARCH A CHARACTER IN THE DATABASE**
Type $im <character> to search any character in the database. For example, type $im asuna


<:do:990886344542797845> **WISH A CHARACTER**
Type $wish <character> to wish a character. When a wished character spawns, you are mentioned in the channel.
Later, you can also boost the spawn probability of your wished characters with kakera (ingame currency)


**Reward: 1 $freeclaim**",2025-02-15 23:06:44.202000+00:00
heba_45850,$tuto,2025-02-15 23:06:44.071000+00:00
Mudae,🏵️ **Substep completed! (See $tuto)** 🏵️,2025-02-15 23:06:39.185000+00:00
Mudae,"
heba_45850's harem
​
Artemia",2025-02-15 23:06:38.971000+00:00
heba_45850,$mm,2025-02-15 23:06:38.957000+00:00
Mudae,"
1/17 - Tutorial
This tutorial will guide you through the main features of Mudae.
To change the language (fr, pt-br or es), type **$lang** (admin command).
if you have already done this tutorial on another server, you can skip and get the rewards with **$skiptuto**


<:did:990886355028553798> **COLLECT YOUR FIRST CHARACTER**
Type $w to spawn a random waifu or $h for a random husbando. This is called a roll.
To collect (claim) a character, quickly add a reaction to the roll.
By default you have 30 seconds to react and you can claim one character every 3 hours.
You can add the letter g ($wg, $hg) to only spawn video game characters, or the letter a ($wa, $ha) to not spawn video game specific characters.
Use $m (or $ma, $mg) if you don't have a gender preference.


<:do:990886344542797845> **CHECK YOUR COLLECTED CHARACTERS**
Type $mm to see your list of claimed characters.
A character can only be owned by one person in each server.
This list is not global: it is bound to this server only.


**Reward: 200<:kakera:469835869059153940>**",2025-02-15 23:06:30.009000+00:00
heba_45850,$tuto,2025-02-15 23:06:29.855000+00:00
Mudae,🏵️ **Substep completed! (See $tuto)** 🏵️,2025-02-15 23:05:45.945000+00:00
Mudae,💖 **heba_45850** and **Artemia** are now married! 💖,2025-02-15 23:05:45.870000+00:00
Mudae,"
Artemia
King's Raid
React with any emoji to claim!
Belongs to heba_45850",2025-02-15 23:05:41.776000+00:00
heba_45850,$w,2025-02-15 23:05:41.645000+00:00
Mudae,"
SeeU
VOCALOID
React with any emoji to claim!",2025-02-15 23:05:30.735000+00:00
heba_45850,$w,2025-02-15 23:05:30.568000+00:00
Mudae,"
Revya (F)
Soul Nomad & the World Eaters
React with any emoji to claim!",2025-02-15 23:05:27.447000+00:00
heba_45850,$w,2025-02-15 23:05:27.270000+00:00
Mudae,"
Nami Hitou
Sayonara Zetsubou Sensei
React with any emoji to claim!",2025-02-15 23:05:19.532000+00:00
heba_45850,$ma,2025-02-15 23:05:19.521000+00:00
Mudae,"
1/17 - Tutorial
This tutorial will guide you through the main features of Mudae.
To change the language (fr, pt-br or es), type **$lang** (admin command).
if you have already done this tutorial on another server, you can skip and get the rewards with **$skiptuto**


<:do:990886344542797845> **COLLECT YOUR FIRST CHARACTER**
Type $w to spawn a random waifu or $h for a random husbando. This is called a roll.
To collect (claim) a character, quickly add a reaction to the roll.
By default you have 30 seconds to react and you can claim one character every 3 hours.
You can add the letter g ($wg, $hg) to only spawn video game characters, or the letter a ($wa, $ha) to not spawn video game specific characters.
Use $m (or $ma, $mg) if you don't have a gender preference.


<:do:990886344542797845> **CHECK YOUR COLLECTED CHARACTERS**
Type $mm to see your list of claimed characters.
A character can only be owned by one person in each server.
This list is not global: it is bound to this server only.


**Reward: 200<:kakera:469835869059153940>**
Page 1 / 1",2025-02-15 23:04:48.504000+00:00
heba_45850,$tuto 2,2025-02-15 23:04:48.321000+00:00
Mudae,"
1/17 - Tutorial
This tutorial will guide you through the main features of Mudae.
To change the language (fr, pt-br or es), type **$lang** (admin command).
if you have already done this tutorial on another server, you can skip and get the rewards with **$skiptuto**


<:do:990886344542797845> **COLLECT YOUR FIRST CHARACTER**
Type $w to spawn a random waifu or $h for a random husbando. This is called a roll.
To collect (claim) a character, quickly add a reaction to the roll.
By default you have 30 seconds to react and you can claim one character every 3 hours.
You can add the letter g ($wg, $hg) to only spawn video game characters, or the letter a ($wa, $ha) to not spawn video game specific characters.
Use $m (or $ma, $mg) if you don't have a gender preference.


<:do:990886344542797845> **CHECK YOUR COLLECTED CHARACTERS**
Type $mm to see your list of claimed characters.
A character can only be owned by one person in each server.
This list is not global: it is bound to this server only.


**Reward: 200<:kakera:469835869059153940>**",2025-02-15 23:04:41.307000+00:00
heba_45850,$tuto,2025-02-15 23:04:41.116000+00:00
Mudae,"
Queen Ashoka
Eiyuu Senki - The World Conquest
React with any emoji to claim!",2025-02-15 23:04:14.284000+00:00
heba_45850,$w,2025-02-15 23:04:14.221000+00:00
Mudae,"
1/17 - Tutorial
This tutorial will guide you through the main features of Mudae.
To change the language (fr, pt-br or es), type **$lang** (admin command).
if you have already done this tutorial on another server, you can skip and get the rewards with **$skiptuto**


<:do:990886344542797845> **COLLECT YOUR FIRST CHARACTER**
Type $w to spawn a random waifu or $h for a random husbando. This is called a roll.
To collect (claim) a character, quickly add a reaction to the roll.
By default you have 30 seconds to react and you can claim one character every 3 hours.
You can add the letter g ($wg, $hg) to only spawn video game characters, or the letter a ($wa, $ha) to not spawn video game specific characters.
Use $m (or $ma, $mg) if you don't have a gender preference.


<:do:990886344542797845> **CHECK YOUR COLLECTED CHARACTERS**
Type $mm to see your list of claimed characters.
A character can only be owned by one person in each server.
This list is not global: it is bound to this server only.


**Reward: 200<:kakera:469835869059153940>**",2025-02-15 23:03:47.552000+00:00
heba_45850,$tuto,2025-02-15 23:03:47.359000+00:00
Mudae,"27 bundles found for Attack on Titan:
** · [adult swim]** (3392)
** · 2D Animated Shows** (38959)
** · 2D Animation** (40683)
** · Action Genre** (4406)
** · Anime** (36412)
** · Attack on Titan Series** (95)
** · Bessatsu Shounen Magazine** (390)
** · Fall 2015 Anime** (879)
** · IG Port** (1818)
** · INKR Comics** (1251)
** · Japanese Media** (62457)
** · Kodansha** (7077)
** · Mainichi Broadcasting System** (2094)
** · Manga** (26681)
** · MAPPA** (827)
** · Military Media** (1727)
** · Production I.G** (1244)
** · Shounen** (13612)
** · Spring 2013 Anime** (644)
** · Spring 2017 Anime** (1286)
** · Spring 2019 Anime** (999)
** · Summer 2018 Anime** (1003)
** · Toonami** (3813)
** · TV Shows** (42878)
** · Winter 2021 Anime** (1394)
** · Winter 2022 Anime** (1080)
** · Wit Studio** (509)",2025-02-15 23:01:15.145000+00:00
heba_45850,$imab attack on titan,2025-02-15 23:01:15.037000+00:00
Mudae,"6 matches:
**Attack on Titan** - 85
**Attack on Titan Series** - 95 (bundle)
**Attack on Titan: Before the Fall** - 7
**Attack on Titan: Lost Girls** - 3
**Attack on Titan: No Regrets** - 4
**Tilda Von Titantanks** - 1",2025-02-15 23:00:53.368000+00:00
heba_45850,$imab attack on titan,2025-02-15 23:00:53.183000+00:00
Mudae,"5 matches:
**Attack on Titan** - 85
**Attack on Titan Series** - 95 (bundle)
**Attack on Titan: Before the Fall** - 7
**Attack on Titan: Lost Girls** - 3
**Attack on Titan: No Regrets** - 4",2025-02-15 23:00:19.684000+00:00
heba_45850,$imaq! attack on titan,2025-02-15 23:00:19.618000+00:00
Mudae,"
Attack on Titan   0/33
*進撃の巨人*
*Shingeki no Kyojin*
*AoT*

Anka Rheinberger
Annie Leonhart
Carla Jaeger
Connie's Mom
Dina Fritz
Fay Jaeger
Frieda Reiss
Gabi Braun
Gabi's Mom
Hange Zoë
Hitch Dreyse
Ilse Langnar
Karina Braun
Kaya (AoT)
Kiyomi Azumabito
Page 1 / 3",2025-02-15 23:00:01.459000+00:00
heba_45850,$imawo attack on titan,2025-02-15 23:00:01.331000+00:00
Mudae,"Syntax: **$ima** <series to search>

Type **$s flags** for the list of filters.

**$imaq!** <series> if you want to return the list instead of one series.
**$ima** <series 1>$<series 2> for multiple series.
**$ima** <series>$<page> to jump to the page.
**$imab** <series> for the bundle list of the series.
**$imap** <series> = <character(s)> to search by character name.
**$imae** <series> = <tag(s)> to search by tag.
**$ima&** <bundle 1>$<bundle 2> to not search by series overlapping.
**$imaq+** <series> (or $imaq- <series>) to only search for series containing a part starting (or ending) exactly by your request.
**$ima?** <series> to display all aliases, including those from other countries, and the definition if available.
**$ima*** to only display characters whose main series is this one.
**$ima*-** to only display characters whose main series is not this one.
**$ima*+** to display characters regardless of their main series (useful for bundles).

Ex.: $imawo attack on titan",2025-02-15 22:59:43.019000+00:00
heba_45850,$imaq!,2025-02-15 22:59:42.909000+00:00
Mudae,"Syntax: **$ima** <series to search>

Type **$s flags** for the list of filters.

**$imaq!** <series> if you want to return the list instead of one series.
**$ima** <series 1>$<series 2> for multiple series.
**$ima** <series>$<page> to jump to the page.
**$imab** <series> for the bundle list of the series.
**$imap** <series> = <character(s)> to search by character name.
**$imae** <series> = <tag(s)> to search by tag.
**$ima&** <bundle 1>$<bundle 2> to not search by series overlapping.
**$imaq+** <series> (or $imaq- <series>) to only search for series containing a part starting (or ending) exactly by your request.
**$ima?** <series> to display all aliases, including those from other countries, and the definition if available.
**$ima*** to only display characters whose main series is this one.
**$ima*-** to only display characters whose main series is not this one.
**$ima*+** to display characters regardless of their main series (useful for bundles).

Ex.: $imawo attack on titan",2025-02-15 22:59:00.760000+00:00
heba_45850,$ima,2025-02-15 22:59:00.749000+00:00
heba_45850,$bundles,2025-02-15 22:57:26.088000+00:00
Mudae,"
🏆 TOP 1000
​
**#1** - **Zero Two** - DARLING in the FRANXX
**#2** - **Rem** - Re:Zero kara Hajimeru Isekai Seikatsu
**#3** - **Hatsune Miku** - VOCALOID
**#4** - **Megumin** - Kono Subarashii Sekai ni Shukufuku wo!
**#5** - **Mai Sakurajima** - Seishun Buta Yarou
**#6** - **Rias Gremory** - High School DxD
**#7** - **Satoru Gojo** - Jujutsu Kaisen
**#8** - **Power** - Chainsaw Man
**#9** - **Saber** - Fate/stay night
**#10** - **Nami** - One Piece
**#11** - **Asuna** - Sword Art Online
**#12** - **Mikasa Ackerman** - Attack on Titan
**#13** - **Nezuko Kamado** - Kimetsu no Yaiba
**#14** - **Albedo** - Overlord
**#15** - **Makima** - Chainsaw Man
Page 1 / 67",2025-02-15 22:24:50.814000+00:00
heba_45850,$top,2025-02-15 22:24:50.391000+00:00
